name,link,category
Котлеты По-киевски с маслом и зеленью,https://vkusvill.ru/goods/kotlety-po-kievski-s-maslom-i-zelenyu-67886.html,Готовая еда
"Котлеты из индейки и курицы с овощами, 400 г",https://vkusvill.ru/goods/kotlety-iz-indeyki-i-kuritsy-s-ovoshchami-400-g-100883.html,Готовая еда
"Котлеты из свинины и говядины, 300 г",https://vkusvill.ru/goods/kotlety-iz-svininy-i-govyadiny-300-g-63899.html,Готовая еда
Котлеты куриные,https://vkusvill.ru/goods/kotlety-kurinye-62414.html,Готовая еда
"Котлеты куриные с моцареллой с булгуром, киноа и овощами",https://vkusvill.ru/goods/kotlety-kurinye-s-motsarelloy-s-bulgurom-kinoa-i-ovoshchami-53515.html,Готовая еда
"Котлеты рыбные жареные, 400 г",https://vkusvill.ru/goods/kotlety-rybnye-zharenye-400-g-78470.html,Готовая еда
Креветки в зеленом соусе с лимонным соком,https://vkusvill.ru/goods/krevetki-v-zelenom-souse-s-limonnym-sokom-76932.html,Готовая еда
"Креветки жареные, 150 г",https://vkusvill.ru/goods/krevetki-zharenye-150-g-65425.html,Готовая еда
Крем-суп с лесными грибами,https://vkusvill.ru/goods/krem-sup-s-lesnymi-gribami-89166.html,Готовая еда
Крем-суп с лисичками и белыми грибами,https://vkusvill.ru/goods/krem-sup-s-lisichkami-i-belymi-gribami-98575.html,Готовая еда
Крем-суп с тыквой и индейкой,https://vkusvill.ru/goods/krem-sup-s-tykvoy-i-indeykoy-58178.html,Готовая еда
Крем-суп сырный с кукурузными ньокками,https://vkusvill.ru/goods/krem-sup-syrnyy-s-kukuruznymi-nokkami-105829.html,Готовая еда
Крем-суп тыквенный,https://vkusvill.ru/goods/krem-sup-tykvennyy-97844.html,Готовая еда
Круассан с запеченной индейкой и моцареллой,https://vkusvill.ru/goods/kruassan-s-zapechennoy-indeykoy-i-motsarelloy-93697.html,Готовая еда
"Круассан с индейкой и медово-горчичной заправкой, кафе",https://vkusvill.ru/goods/kruassan-s-indeykoy-i-medovo-gorchichnoy-zapravkoy-kafe-105655.html,Готовая еда
Крылья куриные в соево-томатном соусе,https://vkusvill.ru/goods/krylya-kurinye-v-soevo-tomatnom-souse-104163.html,Готовая еда
Куриная грудка с грибами и пенне,https://vkusvill.ru/goods/kurinaya-grudka-s-gribami-i-penne-37923.html,Готовая еда
Куриная котлета-гриль,https://vkusvill.ru/goods/kurinaya-kotleta-gril-43175.html,Готовая еда
Куриная котлета-гриль с гречкой,https://vkusvill.ru/goods/kurinaya-kotleta-gril-s-grechkoy-95536.html,Готовая еда
"Куриное бедро запеченное с овощами гриль, Халяль",https://vkusvill.ru/goods/kurinoe-bedro-zapechennoe-s-ovoshchami-gril-khalyal-94340.html,Готовая еда
"Куриное бедро фаршированное грибами, сыром и куриной ветчиной",https://vkusvill.ru/goods/kurinoe-bedro-farshirovannoe-gribami-syrom-i-kurinoy-vetchinoy-104228.html,Готовая еда
Куриное филе в хрустящей корочке с кисло-сладким соусом,https://vkusvill.ru/goods/kurinoe-file-v-khrustyashchey-korochke-s-kislo-sladkim-sousom-93949.html,Готовая еда
Куриное филе гриль с пюре из картофеля и батата,https://vkusvill.ru/goods/kurinoe-file-gril-s-pyure-iz-kartofelya-i-batata-106634.html,Готовая еда
Куриное филе запеченное с кабачками,https://vkusvill.ru/goods/kurinoe-file-zapechennoe-s-kabachkami-65027.html,Готовая еда
Куриное филе запеченное с овощами,https://vkusvill.ru/goods/kurinoe-file-zapechennoe-s-ovoshchami-22929.html,Готовая еда
Куриные котлетки с пюре из зеленого горошка,https://vkusvill.ru/goods/kurinye-kotletki-s-pyure-iz-zelenogo-goroshka-105589.html,Готовая еда
Курица Гунбао с рисом басмати,https://vkusvill.ru/goods/kuritsa-gunbao-s-risom-basmati-100082.html,Готовая еда
Курица «Терияки» с рисом по-сингапурски,https://vkusvill.ru/goods/kuritsa-teriyaki-s-risom-po-singapurski-22639.html,Готовая еда
Курица в сливочном соусе с гречкой,https://vkusvill.ru/goods/kuritsa-v-slivochnom-souse-s-grechkoy-53516.html,Готовая еда
Курица с картофельным хашбрауном в тортилье,https://vkusvill.ru/goods/kuritsa-s-kartofelnym-khashbraunom-v-tortile-79662.html,Готовая еда
Кутабы с зеленью,https://vkusvill.ru/goods/kutaby-s-zelenyu-40259.html,Готовая еда
Кутабы с сыром и помидорами,https://vkusvill.ru/goods/kutaby-s-syrom-i-pomidorami-48165.html,Готовая еда
"Кутабы с сыром, творогом и зеленью",https://vkusvill.ru/goods/kutaby-s-syrom-tvorogom-i-zelenyu-48257.html,Готовая еда
Кыстыбый с картофелем и мясом,https://vkusvill.ru/goods/kystybyy-s-kartofelem-i-myasom-95707.html,Готовая еда
Лагман жареный с говядиной,https://vkusvill.ru/goods/lagman-zharenyy-s-govyadinoy-83776.html,Готовая еда
Лазанья «Четыре сыра» со сливками,https://vkusvill.ru/goods/lazanya-chetyre-syra-so-slivkami-102739.html,Готовая еда
Лазанья мясная,https://vkusvill.ru/goods/lazanya-myasnaya-18326.html,Готовая еда
"Лапша гречневая с курицей по-сычуаньски и овощами, Халяль",https://vkusvill.ru/goods/lapsha-grechnevaya-s-kuritsey-po-sychuanski-i-ovoshchami-khalyal-94336.html,Готовая еда
Лапша гречневая с цукини и ореховым соусом,https://vkusvill.ru/goods/lapsha-grechnevaya-s-tsukini-i-orekhovym-sousom-22274.html,Готовая еда
Лапша из батата в соусе терияки с куриным филе,https://vkusvill.ru/goods/lapsha-iz-batata-v-souse-teriyaki-s-kurinym-file-100714.html,Готовая еда
Лапша соба с говядиной и овощами по-азиатски,https://vkusvill.ru/goods/lapsha-soba-s-govyadinoy-i-ovoshchami-po-aziatski-100084.html,Готовая еда
"Лапша удон с курицей и овощами с соусом терияки, кафе",https://vkusvill.ru/goods/lapsha-udon-s-kuritsey-i-ovoshchami-s-sousom-teriyaki-kafe-72567.html,Готовая еда
"Лепешка «Ёка» с сыром, томатами и базиликом",https://vkusvill.ru/goods/lepeshka-yeka-s-syrom-tomatami-i-bazilikom-102036.html,Готовая еда
Лепешка «Индийская» с картофелем и карри (постная),https://vkusvill.ru/goods/lepeshka-indiyskaya-s-kartofelem-i-karri-postnaya-65385.html,Готовая еда
"Лепешка «Творог и зелень», 2 шт.",https://vkusvill.ru/goods/lepeshka-tvorog-i-zelen-2-sht-96582.html,Готовая еда
Лепешка с зеленью,https://vkusvill.ru/goods/lepeshka-s-zelenyu-22487.html,Готовая еда
"Лепешка с зеленью и сыром, 2 шт",https://vkusvill.ru/goods/lepeshka-s-zelenyu-i-syrom-2-sht-71177.html,Готовая еда
"Лепешка с зеленью, грибами и сыром",https://vkusvill.ru/goods/lepeshka-s-zelenyu-gribami-i-syrom-71179.html,Готовая еда
"Лепешка с куриной ветчиной и сыром на гриле, кафе",https://vkusvill.ru/goods/lepeshka-s-kurinoy-vetchinoy-i-syrom-na-grile-kafe-106480.html,Готовая еда
Лепешка с курицей и овощами,https://vkusvill.ru/goods/lepeshka-s-kuritsey-i-ovoshchami-76538.html,Готовая еда
Лепешка с сыром и зеленью,https://vkusvill.ru/goods/lepeshka-s-syrom-i-zelenyu-65193.html,Готовая еда
"Лепешка с сыром и картофелем, 2 шт",https://vkusvill.ru/goods/lepeshka-s-syrom-i-kartofelem-2-sht-100737.html,Готовая еда
"Лепешка с сыром сулугуни на гриле, кафе",https://vkusvill.ru/goods/lepeshka-s-syrom-suluguni-na-grile-kafe-31854.html,Готовая еда
Лепешка с творогом и зеленью,https://vkusvill.ru/goods/lepeshka-s-tvorogom-i-zelenyu-78935.html,Готовая еда
Лепешки картофельные с сыром сулугуни,https://vkusvill.ru/goods/lepeshki-kartofelnye-s-syrom-suluguni-101693.html,Готовая еда
Лепёшка «Ёка» с сыром и омлетом,https://vkusvill.ru/goods/lepyeshka-yeka-s-syrom-i-omletom-91084.html,Готовая еда
"Лодочка с сыром, томатами и базиликом",https://vkusvill.ru/goods/lodochka-s-syrom-tomatami-i-bazilikom-96559.html,Готовая еда
"Лодочка с сыром, яйцом и зеленым луком",https://vkusvill.ru/goods/lodochka-s-syrom-yaytsom-i-zelenym-lukom-91081.html,Готовая еда
Лосось в апельсиновом маринаде со спаржей,https://vkusvill.ru/goods/losos-v-apelsinovom-marinade-so-sparzhey-102070.html,Готовая еда
Макароны с курицей и грибами,https://vkusvill.ru/goods/makarony-s-kuritsey-i-gribami-34804.html,Готовая еда
Манты по-восточному,https://vkusvill.ru/goods/manty-po-vostochnomu-83097.html,Готовая еда
Манты с мясом и тыквой,https://vkusvill.ru/goods/manty-s-myasom-i-tykvoy-99889.html,Готовая еда
Маффин куриный с картофельным пюре и грибным соусом,https://vkusvill.ru/goods/maffin-kurinyy-s-kartofelnym-pyure-i-gribnym-sousom-102717.html,Готовая еда
Мимоза с семгой горячего копчения,https://vkusvill.ru/goods/mimoza-s-semgoy-goryachego-kopcheniya-39685.html,Готовая еда
Мини сырники фигурные,https://vkusvill.ru/goods/mini-syrniki-figurnye-70524.html,Готовая еда
Мини сырники фигурные «Сердца»,https://vkusvill.ru/goods/mini-syrniki-figurnye-serdtsa-88083.html,Готовая еда
Мини сырники фигурные ассорти шоколадные и творожные,https://vkusvill.ru/goods/mini-syrniki-figurnye-assorti-shokoladnye-i-tvorozhnye-97235.html,Готовая еда
"Мини-бургеры с котлетой из свинины и говядины, камамбером и брусничным соусом",https://vkusvill.ru/goods/mini-burgery-s-kotletoy-iz-svininy-i-govyadiny-kamamberom-i-brusnichnym-sousom-92840.html,Готовая еда
"Мини-чиабатта с куриной ветчиной, омлетом и сыром (2 шт)",https://vkusvill.ru/goods/mini-chiabatta-s-kurinoy-vetchinoy-omletom-i-syrom-2-sht-95582.html,Готовая еда
"Мини-чиабатта с курицей, моцареллой и соусом острый Чили",https://vkusvill.ru/goods/mini-chiabatta-s-kuritsey-motsarelloy-i-sousom-ostryy-chili-100734.html,Готовая еда
